request count, total data transfered (bytes), response time (sec), average response time (sec)
60, 780, 1.803411, 0.030057
60, 780, 1.803521, 0.030059
60, 780, 1.774655, 0.029578
60, 780, 1.805639, 0.030094
60, 780, 1.660435, 0.027674
60, 780, 1.860082, 0.031001
60, 780, 1.804666, 0.030078
60, 780, 1.894121, 0.031569
60, 780, 1.911448, 0.031857
60, 780, 1.860127, 0.031002
60, 780, 1.805135, 0.030086
60, 780, 1.803601, 0.030060
60, 780, 1.772918, 0.029549
60, 780, 1.774986, 0.029583
60, 780, 1.891287, 0.031521
60, 780, 1.848519, 0.030809
60, 780, 1.893954, 0.031566
60, 780, 1.790654, 0.029844
60, 780, 1.775119, 0.029585
60, 780, 1.803888, 0.030065
60, 780, 1.873191, 0.031220
60, 780, 1.774271, 0.029571
60, 780, 1.911354, 0.031856
60, 780, 1.851658, 0.030861
60, 780, 1.887342, 0.031456
60, 780, 1.909529, 0.031825
60, 780, 1.803015, 0.030050
60, 780, 1.893008, 0.031550
60, 780, 1.721057, 0.028684
60, 780, 1.788468, 0.029808
60, 780, 1.885994, 0.031433
60, 780, 1.760108, 0.029335
60, 780, 1.801093, 0.030018
60, 780, 1.892328, 0.031539
60, 780, 1.887194, 0.031453
60, 780, 1.731267, 0.028854
60, 780, 1.777126, 0.029619
60, 780, 1.721623, 0.028694
60, 780, 1.773828, 0.029564
60, 780, 1.717836, 0.028631
60, 780, 1.719176, 0.028653
60, 780, 1.775893, 0.029598
60, 780, 1.721090, 0.028685
60, 780, 1.804635, 0.030077
60, 780, 1.886624, 0.031444
60, 780, 1.806545, 0.030109
60, 780, 1.860061, 0.031001
60, 780, 1.777354, 0.029623
60, 780, 1.874663, 0.031244
60, 780, 1.804540, 0.030076
60, 780, 1.722813, 0.028714
60, 780, 1.795637, 0.029927
60, 780, 1.737492, 0.028958
60, 780, 1.880422, 0.031340
60, 780, 1.917349, 0.031956
60, 780, 1.754095, 0.029235
60, 780, 1.909865, 0.031831
60, 780, 1.791057, 0.029851
60, 780, 1.918266, 0.031971
60, 780, 1.903649, 0.031727
60, 780, 1.913880, 0.031898
60, 780, 1.744914, 0.029082
60, 780, 1.912262, 0.031871
60, 780, 1.917978, 0.031966
60, 780, 1.913291, 0.031888
60, 780, 1.790878, 0.029848
60, 780, 1.820596, 0.030343
60, 780, 1.790005, 0.029833
60, 780, 1.762004, 0.029367
60, 780, 1.836751, 0.030613
60, 780, 1.818411, 0.030307
60, 780, 1.790884, 0.029848
60, 780, 1.688907, 0.028148
60, 780, 1.832085, 0.030535
60, 780, 1.747258, 0.029121
60, 780, 1.933755, 0.032229
60, 780, 1.934129, 0.032235
60, 780, 1.766810, 0.029447
60, 780, 1.753524, 0.029225
60, 780, 1.807561, 0.030126
60, 780, 1.822925, 0.030382
60, 780, 1.835829, 0.030597
60, 780, 1.755388, 0.029256
60, 780, 1.766103, 0.029435
60, 780, 1.905623, 0.031760
60, 780, 1.823314, 0.030389
60, 780, 1.809711, 0.030162
60, 780, 1.809626, 0.030160
60, 780, 1.921901, 0.032032
60, 780, 1.766469, 0.029441
60, 780, 1.690630, 0.028177
60, 780, 1.808002, 0.030133
60, 780, 1.920025, 0.032000
60, 780, 1.695161, 0.028253
60, 780, 1.825479, 0.030425
60, 780, 1.908968, 0.031816
60, 780, 1.692873, 0.028215
60, 780, 1.793321, 0.029889
60, 780, 1.825827, 0.030430
60, 780, 1.836577, 0.030610
60, 780, 1.907913, 0.031799
60, 780, 1.696476, 0.028275
60, 780, 1.810260, 0.030171
60, 780, 1.794195, 0.029903
60, 780, 1.766934, 0.029449
60, 780, 1.691156, 0.028186
60, 780, 1.940095, 0.032335
60, 780, 1.792757, 0.029879
60, 780, 1.921485, 0.032025
60, 780, 1.756664, 0.029278
60, 780, 1.758119, 0.029302
60, 780, 1.753151, 0.029219
60, 780, 1.909506, 0.031825
60, 780, 1.919514, 0.031992
60, 780, 1.755711, 0.029262
60, 780, 1.910314, 0.031839
60, 780, 1.813227, 0.030220
60, 780, 1.809839, 0.030164
60, 780, 1.793433, 0.029891
60, 780, 1.839715, 0.030662
60, 780, 1.793450, 0.029891
60, 780, 1.935126, 0.032252
60, 780, 1.839379, 0.030656
60, 780, 1.908574, 0.031810
60, 780, 1.928352, 0.032139
60, 780, 1.825033, 0.030417
60, 780, 1.759926, 0.029332
60, 780, 1.809492, 0.030158
60, 780, 1.927348, 0.032122
60, 780, 1.692574, 0.028210
60, 780, 1.795861, 0.029931
60, 780, 1.811736, 0.030196
60, 780, 1.691312, 0.028189
60, 780, 1.792823, 0.029880
60, 780, 1.791449, 0.029857
60, 780, 1.795222, 0.029920
60, 780, 1.755738, 0.029262
60, 780, 1.793503, 0.029892
60, 780, 1.938618, 0.032310
60, 780, 1.752813, 0.029214
60, 780, 1.796857, 0.029948
60, 780, 1.835843, 0.030597
60, 780, 1.758924, 0.029315
60, 780, 1.754933, 0.029249
60, 780, 1.696958, 0.028283
60, 780, 1.811164, 0.030186
60, 780, 1.838985, 0.030650
60, 780, 1.698396, 0.028307
60, 780, 1.837348, 0.030622
60, 780, 1.796600, 0.029943
60, 780, 1.808904, 0.030148
60, 780, 1.694300, 0.028238
60, 780, 1.754921, 0.029249
60, 780, 1.797089, 0.029951
60, 780, 1.696374, 0.028273
60, 780, 1.886662, 0.031444
60, 780, 1.797108, 0.029952
60, 780, 1.757808, 0.029297
60, 780, 1.836477, 0.030608
60, 780, 1.758672, 0.029311
60, 780, 1.800072, 0.030001
60, 780, 1.761641, 0.029361
60, 780, 1.842628, 0.030710
60, 780, 1.925597, 0.032093
60, 780, 1.760206, 0.029337
60, 780, 1.757205, 0.029287
60, 780, 1.787012, 0.029784
60, 780, 1.700224, 0.028337
60, 780, 1.701208, 0.028353
60, 780, 1.827983, 0.030466
60, 780, 1.696932, 0.028282
60, 780, 1.898570, 0.031643
60, 780, 1.757911, 0.029299
60, 780, 1.761980, 0.029366
60, 780, 1.761607, 0.029360
60, 780, 1.926744, 0.032112
60, 780, 1.752334, 0.029206
60, 780, 1.797753, 0.029963
60, 780, 1.812690, 0.030212
60, 780, 1.757617, 0.029294
60, 780, 1.701748, 0.028362
60, 780, 1.695279, 0.028255
60, 780, 1.800049, 0.030001
60, 780, 1.950671, 0.032511
60, 780, 1.761754, 0.029363
60, 780, 1.696423, 0.028274
60, 780, 1.759110, 0.029318
60, 780, 1.811679, 0.030195
60, 780, 1.948997, 0.032483
60, 780, 1.694490, 0.028241
60, 780, 1.807121, 0.030119
60, 780, 1.684983, 0.028083
60, 780, 1.807155, 0.030119
60, 780, 1.809355, 0.030156
60, 780, 1.720484, 0.028675
60, 780, 1.717971, 0.028633
60, 780, 1.783657, 0.029728
60, 780, 1.787842, 0.029797
60, 780, 1.783392, 0.029723
60, 780, 1.924889, 0.032081
60, 780, 1.947111, 0.032452
60, 780, 1.726454, 0.028774
60, 780, 1.428321, 0.023805
60, 780, 1.925895, 0.032098
60, 780, 1.726292, 0.028772
60, 780, 1.784248, 0.029737
60, 780, 1.721712, 0.028695
60, 780, 1.839761, 0.030663
60, 780, 1.797259, 0.029954
60, 780, 1.722117, 0.028702
60, 780, 1.949433, 0.032491
60, 780, 1.725357, 0.028756
60, 780, 1.721640, 0.028694
60, 780, 1.966521, 0.032775
60, 780, 1.841398, 0.030690
60, 780, 1.969186, 0.032820
60, 780, 1.826300, 0.030438
60, 780, 1.927155, 0.032119
60, 780, 1.451434, 0.024191
60, 780, 1.726199, 0.028770
60, 780, 1.939552, 0.032326
60, 780, 1.840838, 0.030681
60, 780, 1.971016, 0.032850
60, 780, 1.783696, 0.029728
60, 780, 1.789644, 0.029827
60, 780, 1.826586, 0.030443
60, 780, 1.721848, 0.028697
60, 780, 1.719890, 0.028665
60, 780, 1.429564, 0.023826
60, 780, 1.470011, 0.024500
60, 780, 1.727325, 0.028789
60, 780, 1.475198, 0.024587
60, 780, 1.926275, 0.032105
60, 780, 1.723575, 0.028726
60, 780, 1.723003, 0.028717
60, 780, 1.926833, 0.032114
60, 780, 1.829124, 0.030485
60, 780, 1.723856, 0.028731
60, 780, 1.723367, 0.028723
60, 780, 1.724604, 0.028743
60, 780, 1.786517, 0.029775
60, 780, 1.915100, 0.031918
60, 780, 1.726719, 0.028779
60, 780, 1.926910, 0.032115
60, 780, 1.928103, 0.032135
60, 780, 1.722706, 0.028712
60, 780, 1.787861, 0.029798
60, 780, 1.787107, 0.029785
60, 780, 1.788893, 0.029815
60, 780, 1.843469, 0.030724
60, 780, 1.728815, 0.028814
60, 780, 1.913987, 0.031900
60, 780, 1.945886, 0.032431
60, 780, 1.790858, 0.029848
60, 780, 1.831504, 0.030525
60, 780, 1.435780, 0.023930
60, 780, 1.913378, 0.031890
60, 780, 1.804941, 0.030082
60, 780, 1.459901, 0.024332
60, 780, 1.725657, 0.028761
60, 780, 1.804859, 0.030081
60, 780, 1.727556, 0.028793
60, 780, 1.832297, 0.030538
60, 780, 1.791020, 0.029850
60, 780, 1.733976, 0.028900
60, 780, 1.791543, 0.029859
60, 780, 1.945714, 0.032429
60, 780, 1.832559, 0.030543
60, 780, 1.732957, 0.028883
60, 780, 1.729720, 0.028829
60, 780, 1.848265, 0.030804
60, 780, 1.727597, 0.028793
60, 780, 1.938975, 0.032316
60, 780, 1.922148, 0.032036
60, 780, 1.735052, 0.028918
60, 780, 1.798483, 0.029975
60, 780, 1.853610, 0.030893
60, 780, 1.739663, 0.028994
60, 780, 1.937750, 0.032296
60, 780, 1.853711, 0.030895
60, 780, 1.734837, 0.028914
60, 780, 1.852309, 0.030872
60, 780, 1.853035, 0.030884
60, 780, 1.811966, 0.030199
60, 780, 1.739965, 0.028999
60, 780, 1.739204, 0.028987
60, 780, 1.984903, 0.033082
60, 780, 1.952646, 0.032544
60, 780, 1.939581, 0.032326
60, 780, 1.798542, 0.029976
60, 780, 1.739216, 0.028987
60, 780, 1.737311, 0.028955
60, 780, 1.811421, 0.030190
60, 780, 1.982826, 0.033047
60, 780, 1.798016, 0.029967
60, 780, 1.735476, 0.028925
60, 780, 1.971265, 0.032854
60, 780, 1.799181, 0.029986
60, 780, 1.868353, 0.031139
60, 780, 1.465541, 0.024426
60, 780, 1.798765, 0.029979
60, 780, 1.716883, 0.028615
60, 780, 1.741088, 0.029018
60, 780, 1.914620, 0.031910
60, 780, 1.799058, 0.029984
60, 780, 1.811739, 0.030196
60, 780, 1.791600, 0.029860
60, 780, 1.794468, 0.029908
60, 780, 1.836590, 0.030610
60, 780, 1.935176, 0.032253
60, 780, 1.799086, 0.029985
60, 780, 1.797874, 0.029965
60, 780, 1.802813, 0.030047
60, 780, 1.982116, 0.033035
60, 780, 1.839579, 0.030660
60, 780, 1.872118, 0.031202
60, 780, 1.840279, 0.030671
60, 780, 1.801292, 0.030022
60, 780, 1.943158, 0.032386
60, 780, 1.814438, 0.030241
60, 780, 1.850687, 0.030845
60, 780, 1.851548, 0.030859
60, 780, 1.818354, 0.030306
60, 780, 1.801726, 0.030029
60, 780, 1.758734, 0.029312
60, 780, 1.753514, 0.029225
60, 780, 1.757366, 0.029289
60, 780, 1.754851, 0.029248
60, 780, 1.858822, 0.030980
60, 780, 1.902045, 0.031701
60, 780, 1.989847, 0.033164
60, 780, 1.818094, 0.030302
60, 780, 1.484067, 0.024734
60, 780, 1.735482, 0.028925
60, 780, 1.493476, 0.024891
60, 780, 1.759100, 0.029318
60, 780, 1.991366, 0.033189
60, 780, 1.481902, 0.024698
60, 780, 2.001700, 0.033362
60, 780, 1.503177, 0.025053
60, 780, 1.465345, 0.024422
60, 780, 1.510838, 0.025181
60, 780, 1.743578, 0.029060
60, 780, 1.966948, 0.032782
60, 780, 1.495881, 0.024931
60, 780, 1.461964, 0.024366
60, 780, 1.825019, 0.030417
60, 780, 1.825577, 0.030426
60, 780, 1.502799, 0.025047
60, 780, 1.969563, 0.032826
60, 780, 1.466766, 0.024446
60, 780, 1.945705, 0.032428
60, 780, 1.514814, 0.025247
60, 780, 2.003507, 0.033392
60, 780, 1.971606, 0.032860
60, 780, 1.828469, 0.030474
60, 780, 1.925199, 0.032087
60, 780, 1.767354, 0.029456
60, 780, 1.467549, 0.024459
60, 780, 1.869947, 0.031166
60, 780, 1.870667, 0.031178
60, 780, 1.765853, 0.029431
60, 780, 1.496046, 0.024934
60, 780, 1.468004, 0.024467
60, 780, 1.495751, 0.024929
60, 780, 1.506091, 0.025102
60, 780, 1.494031, 0.024901
60, 780, 2.019978, 0.033666
60, 780, 1.914440, 0.031907
60, 780, 2.002334, 0.033372
60, 780, 1.516581, 0.025276
60, 780, 1.971953, 0.032866
60, 780, 1.482437, 0.024707
60, 780, 1.971941, 0.032866
60, 780, 1.869227, 0.031154
60, 780, 1.869421, 0.031157
60, 780, 1.830314, 0.030505
60, 780, 1.768667, 0.029478
60, 780, 1.495452, 0.024924
60, 780, 1.507178, 0.025120
60, 780, 1.475410, 0.024590
60, 780, 1.972217, 0.032870
60, 780, 1.737273, 0.028955
60, 780, 1.971206, 0.032853
60, 780, 1.829553, 0.030493
60, 780, 1.831092, 0.030518
60, 780, 2.013972, 0.033566
60, 780, 1.767245, 0.029454
60, 780, 1.506570, 0.025109
60, 780, 1.469485, 0.024491
60, 780, 1.766833, 0.029447
60, 780, 1.870273, 0.031171
60, 780, 2.022243, 0.033704
60, 780, 1.519276, 0.025321
60, 780, 1.462109, 0.024368
60, 780, 1.771971, 0.029533
60, 780, 1.845059, 0.030751
60, 780, 1.827184, 0.030453
60, 780, 1.470436, 0.024507
60, 780, 1.498304, 0.024972
60, 780, 1.754488, 0.029241
60, 780, 1.940492, 0.032342
60, 780, 1.772723, 0.029545
60, 780, 2.004445, 0.033407
60, 780, 1.449597, 0.024160
60, 780, 1.474661, 0.024578
60, 780, 1.962978, 0.032716
60, 780, 1.959614, 0.032660
60, 780, 2.014383, 0.033573
60, 780, 1.951770, 0.032529
60, 780, 1.509454, 0.025158
60, 780, 1.516169, 0.025269
60, 780, 1.495363, 0.024923
60, 780, 2.002864, 0.033381
60, 780, 1.471239, 0.024521
60, 780, 1.470755, 0.024513
60, 780, 1.773570, 0.029560
60, 780, 1.471506, 0.024525
60, 780, 1.470872, 0.024515
60, 780, 1.499130, 0.024986
60, 780, 1.508604, 0.025143
60, 780, 1.504953, 0.025083
60, 780, 1.506874, 0.025115
60, 780, 1.955651, 0.032594
60, 780, 1.842254, 0.030704
60, 780, 1.506179, 0.025103
60, 780, 2.012320, 0.033539
60, 780, 1.514838, 0.025247
60, 780, 1.454870, 0.024248
60, 780, 1.848147, 0.030802
60, 780, 1.933582, 0.032226
60, 780, 1.485940, 0.024766
60, 780, 1.495268, 0.024921
60, 780, 1.519997, 0.025333
60, 780, 1.517256, 0.025288
60, 780, 1.982943, 0.033049
60, 780, 1.528615, 0.025477
60, 780, 1.481010, 0.024684
60, 780, 1.526140, 0.025436
60, 780, 2.012633, 0.033544
60, 780, 1.983899, 0.033065
60, 780, 1.489612, 0.024827
60, 780, 1.532194, 0.025537
60, 780, 1.523624, 0.025394
60, 780, 1.492889, 0.024881
60, 780, 1.505462, 0.025091
60, 780, 1.517994, 0.025300
60, 780, 1.498516, 0.024975
60, 780, 1.522245, 0.025371
60, 780, 1.995956, 0.033266
60, 780, 1.893943, 0.031566
60, 780, 1.771732, 0.029529
60, 780, 2.040104, 0.034002
60, 780, 1.546754, 0.025779
60, 780, 1.542034, 0.025701
60, 780, 1.520449, 0.025341
60, 780, 1.907100, 0.031785
60, 780, 1.531270, 0.025521
60, 780, 1.522701, 0.025378
60, 780, 1.500119, 0.025002
60, 780, 1.520047, 0.025334
60, 780, 1.529707, 0.025495
60, 780, 1.521345, 0.025356
60, 780, 1.542416, 0.025707
60, 780, 1.490946, 0.024849
60, 780, 1.988889, 0.033148
60, 780, 1.489887, 0.024831
60, 780, 1.533669, 0.025561
60, 780, 1.983413, 0.033057
60, 780, 1.688730, 0.028145
60, 780, 1.490282, 0.024838
60, 780, 1.811258, 0.030188
60, 780, 1.982519, 0.033042
60, 780, 1.544177, 0.025736
60, 780, 1.501108, 0.025018
60, 780, 1.522549, 0.025376
60, 780, 1.532867, 0.025548
60, 780, 1.983506, 0.033058
60, 780, 1.796133, 0.029936
60, 780, 1.491250, 0.024854
60, 780, 2.029153, 0.033819
60, 780, 1.520128, 0.025335
60, 780, 1.521655, 0.025361
60, 780, 1.493713, 0.024895
60, 780, 1.498698, 0.024978
60, 780, 1.522617, 0.025377
60, 780, 1.532897, 0.025548
60, 780, 1.521388, 0.025356
60, 780, 1.506549, 0.025109
60, 780, 1.499583, 0.024993
60, 780, 1.541434, 0.025691
60, 780, 1.523110, 0.025385
60, 780, 1.521876, 0.025365
60, 780, 1.518573, 0.025310
60, 780, 1.522100, 0.025368
60, 780, 1.531784, 0.025530
60, 780, 1.506488, 0.025108
60, 780, 1.796800, 0.029947
60, 780, 1.495062, 0.024918
60, 780, 1.525648, 0.025427
60, 780, 1.777967, 0.029633
60, 780, 2.037757, 0.033963
60, 780, 1.546311, 0.025772
60, 780, 1.542610, 0.025710
60, 780, 1.520584, 0.025343
60, 780, 1.542893, 0.025715
60, 780, 1.509632, 0.025161
60, 780, 1.533804, 0.025563
60, 780, 1.499690, 0.024995
60, 780, 1.534608, 0.025577
60, 780, 1.940153, 0.032336
60, 780, 1.520794, 0.025347
60, 780, 1.526284, 0.025438
60, 780, 1.502131, 0.025036
60, 780, 1.523166, 0.025386
60, 780, 1.524734, 0.025412
60, 780, 1.775008, 0.029583
60, 780, 1.543469, 0.025724
60, 780, 1.524704, 0.025412
60, 780, 1.990904, 0.033182
60, 780, 1.492698, 0.024878
60, 780, 1.542996, 0.025717
60, 780, 1.547911, 0.025799
60, 780, 1.508106, 0.025135
60, 780, 1.521975, 0.025366
60, 780, 1.477694, 0.024628
60, 780, 1.531770, 0.025529
60, 780, 1.998141, 0.033302
60, 780, 1.501191, 0.025020
60, 780, 1.999138, 0.033319
60, 780, 1.981114, 0.033019
60, 780, 1.475997, 0.024600
60, 780, 1.540308, 0.025672
60, 780, 1.539797, 0.025663
60, 780, 1.788822, 0.029814
60, 780, 2.003772, 0.033396
60, 780, 1.549593, 0.025827
60, 780, 2.005323, 0.033422
60, 780, 1.509689, 0.025161
60, 780, 1.509131, 0.025152
60, 780, 2.005089, 0.033418
60, 780, 2.006329, 0.033439
60, 780, 1.850423, 0.030840
60, 780, 1.857789, 0.030963
60, 780, 1.541820, 0.025697
60, 780, 1.780733, 0.029679
60, 780, 1.534623, 0.025577
60, 780, 1.539299, 0.025655
60, 780, 1.526401, 0.025440
60, 780, 1.711781, 0.028530
60, 780, 1.528490, 0.025475
60, 780, 1.552590, 0.025877
60, 780, 1.552671, 0.025878
60, 780, 1.521549, 0.025359
60, 780, 1.481378, 0.024690
60, 780, 1.543215, 0.025720
60, 780, 1.563310, 0.026055
60, 780, 1.986328, 0.033105
60, 780, 1.516533, 0.025276
