request count, total data transfered (bytes), response time (sec), average response time (sec)
60, 780, 19.465546, 0.324426
60, 780, 19.753290, 0.329222
60, 780, 17.731739, 0.295529
60, 780, 19.285334, 0.321422
60, 780, 17.102112, 0.285035
60, 780, 18.940733, 0.315679
60, 780, 19.341007, 0.322350
60, 780, 18.923609, 0.315393
60, 780, 19.339884, 0.322331
60, 780, 18.500126, 0.308335
60, 780, 19.171633, 0.319527
60, 780, 18.395653, 0.306594
60, 780, 19.715191, 0.328587
60, 780, 17.911556, 0.298526
60, 780, 18.181404, 0.303023
60, 780, 19.737310, 0.328955
60, 780, 17.998121, 0.299969
60, 780, 17.166922, 0.286115
60, 780, 18.778347, 0.312972
60, 780, 18.937460, 0.315624
60, 780, 19.859331, 0.330989
60, 780, 19.281128, 0.321352
60, 780, 19.687229, 0.328120
60, 780, 19.759258, 0.329321
60, 780, 19.757427, 0.329290
60, 780, 18.044701, 0.300745
60, 780, 18.694349, 0.311572
60, 780, 19.558743, 0.325979
60, 780, 19.047867, 0.317464
60, 780, 19.373083, 0.322885
60, 780, 19.564241, 0.326071
60, 780, 18.996986, 0.316616
60, 780, 19.519184, 0.325320
60, 780, 19.116922, 0.318615
60, 780, 18.833363, 0.313889
60, 780, 19.984558, 0.333076
60, 780, 18.835453, 0.313924
60, 780, 19.214830, 0.320247
60, 780, 19.807959, 0.330133
60, 780, 18.028845, 0.300481
60, 780, 20.234520, 0.337242
60, 780, 20.203505, 0.336725
60, 780, 18.638224, 0.310637
60, 780, 20.336657, 0.338944
60, 780, 19.731077, 0.328851
60, 780, 19.720160, 0.328669
60, 780, 20.105871, 0.335098
60, 780, 19.375099, 0.322918
60, 780, 20.423231, 0.340387
60, 780, 20.398029, 0.339967
60, 780, 18.223372, 0.303723
60, 780, 18.342062, 0.305701
60, 780, 20.158819, 0.335980
60, 780, 18.942671, 0.315711
60, 780, 20.109339, 0.335156
60, 780, 20.024963, 0.333749
60, 780, 18.325531, 0.305425
60, 780, 20.125257, 0.335421
60, 780, 20.610897, 0.343515
60, 780, 18.367285, 0.306121
60, 780, 20.187738, 0.336462
60, 780, 20.194550, 0.336576
60, 780, 19.626064, 0.327101
60, 780, 20.125648, 0.335427
60, 780, 19.741354, 0.329023
60, 780, 20.145430, 0.335757
60, 780, 20.348045, 0.339134
60, 780, 20.018574, 0.333643
60, 780, 20.782179, 0.346370
60, 780, 20.370407, 0.339507
60, 780, 20.269876, 0.337831
60, 780, 20.240294, 0.337338
60, 780, 20.486292, 0.341438
60, 780, 20.833893, 0.347232
60, 780, 19.391645, 0.323194
60, 780, 18.515471, 0.308591
60, 780, 20.320518, 0.338675
60, 780, 19.332840, 0.322214
60, 780, 20.434496, 0.340575
60, 780, 20.391239, 0.339854
60, 780, 18.796530, 0.313275
60, 780, 19.850508, 0.330842
60, 780, 20.825052, 0.347084
60, 780, 20.845692, 0.347428
60, 780, 21.010029, 0.350167
60, 780, 20.368538, 0.339476
60, 780, 19.486362, 0.324773
60, 780, 20.183361, 0.336389
60, 780, 19.512049, 0.325201
60, 780, 20.806938, 0.346782
60, 780, 20.266424, 0.337774
60, 780, 20.300308, 0.338338
60, 780, 20.646763, 0.344113
60, 780, 20.624866, 0.343748
60, 780, 21.133533, 0.352226
60, 780, 20.779587, 0.346326
60, 780, 18.833487, 0.313891
60, 780, 19.075006, 0.317917
60, 780, 21.113968, 0.351899
60, 780, 20.256353, 0.337606
60, 780, 18.602802, 0.310047
60, 780, 19.889887, 0.331498
60, 780, 19.269716, 0.321162
60, 780, 20.722708, 0.345378
60, 780, 20.958433, 0.349307
60, 780, 20.175806, 0.336263
60, 780, 20.622124, 0.343702
60, 780, 18.977165, 0.316286
60, 780, 20.108765, 0.335146
60, 780, 20.233946, 0.337232
60, 780, 20.240557, 0.337343
60, 780, 20.954758, 0.349246
60, 780, 18.902571, 0.315043
60, 780, 21.019470, 0.350325
60, 780, 20.562141, 0.342702
60, 780, 20.044632, 0.334077
60, 780, 20.965618, 0.349427
60, 780, 21.353001, 0.355883
60, 780, 20.105095, 0.335085
60, 780, 20.640524, 0.344009
60, 780, 21.339998, 0.355667
60, 780, 19.688927, 0.328149
60, 780, 19.639645, 0.327327
60, 780, 20.873482, 0.347891
60, 780, 20.478176, 0.341303
60, 780, 20.180971, 0.336350
60, 780, 21.198500, 0.353308
60, 780, 20.929224, 0.348820
60, 780, 21.202938, 0.353382
60, 780, 19.145521, 0.319092
60, 780, 20.925388, 0.348756
60, 780, 21.100695, 0.351678
60, 780, 17.041275, 0.284021
60, 780, 20.888969, 0.348149
60, 780, 18.821022, 0.313684
60, 780, 21.099091, 0.351651
60, 780, 19.899668, 0.331661
60, 780, 19.776764, 0.329613
60, 780, 20.741610, 0.345693
60, 780, 21.278818, 0.354647
60, 780, 21.240288, 0.354005
60, 780, 21.057663, 0.350961
60, 780, 21.137871, 0.352298
60, 780, 20.619511, 0.343659
60, 780, 19.336031, 0.322267
60, 780, 21.614542, 0.360242
60, 780, 19.738516, 0.328975
60, 780, 21.355213, 0.355920
60, 780, 20.336918, 0.338949
60, 780, 20.735703, 0.345595
60, 780, 20.016905, 0.333615
60, 780, 21.252756, 0.354213
60, 780, 20.032509, 0.333875
60, 780, 20.867273, 0.347788
60, 780, 20.479908, 0.341332
60, 780, 19.402573, 0.323376
60, 780, 17.702421, 0.295040
60, 780, 21.516821, 0.358614
60, 780, 21.654324, 0.360905
60, 780, 21.350346, 0.355839
60, 780, 20.762613, 0.346044
60, 780, 21.915476, 0.365258
60, 780, 21.756332, 0.362606
60, 780, 21.028290, 0.350472
60, 780, 21.289257, 0.354821
60, 780, 20.870649, 0.347844
60, 780, 21.474819, 0.357914
60, 780, 19.697685, 0.328295
60, 780, 21.877975, 0.364633
60, 780, 19.973709, 0.332895
60, 780, 19.810072, 0.330168
60, 780, 21.760204, 0.362670
60, 780, 21.452499, 0.357542
60, 780, 21.595804, 0.359930
60, 780, 21.851658, 0.364194
60, 780, 20.116152, 0.335269
60, 780, 21.752207, 0.362537
60, 780, 19.940964, 0.332349
60, 780, 21.220274, 0.353671
60, 780, 21.882708, 0.364712
60, 780, 21.916039, 0.365267
60, 780, 21.801483, 0.363358
60, 780, 21.389994, 0.356500
60, 780, 20.357992, 0.339300
60, 780, 22.134590, 0.368910
60, 780, 20.362207, 0.339370
60, 780, 20.714163, 0.345236
60, 780, 21.124699, 0.352078
60, 780, 21.736898, 0.362282
60, 780, 20.815414, 0.346924
60, 780, 20.612694, 0.343545
60, 780, 22.130301, 0.368838
60, 780, 21.645350, 0.360756
60, 780, 20.804804, 0.346747
60, 780, 22.184025, 0.369734
60, 780, 21.779337, 0.362989
60, 780, 21.983438, 0.366391
60, 780, 21.251905, 0.354198
60, 780, 22.197561, 0.369959
60, 780, 20.706627, 0.345110
60, 780, 21.687405, 0.361457
60, 780, 21.702196, 0.361703
60, 780, 22.074659, 0.367911
60, 780, 19.414793, 0.323580
60, 780, 21.007652, 0.350128
60, 780, 21.563564, 0.359393
60, 780, 22.329760, 0.372163
60, 780, 17.666771, 0.294446
60, 780, 22.129553, 0.368826
60, 780, 21.681179, 0.361353
60, 780, 22.251743, 0.370862
60, 780, 22.410904, 0.373515
60, 780, 21.777761, 0.362963
60, 780, 21.753235, 0.362554
60, 780, 22.068892, 0.367815
60, 780, 21.766108, 0.362768
60, 780, 21.232021, 0.353867
60, 780, 22.592136, 0.376536
60, 780, 22.110329, 0.368505
60, 780, 22.002163, 0.366703
60, 780, 19.824636, 0.330411
60, 780, 22.558804, 0.375980
60, 780, 21.838623, 0.363977
60, 780, 21.921801, 0.365363
60, 780, 22.089239, 0.368154
60, 780, 22.247908, 0.370798
60, 780, 22.263514, 0.371059
60, 780, 21.296345, 0.354939
60, 780, 20.957348, 0.349289
60, 780, 13.710340, 0.228506
60, 780, 22.481934, 0.374699
60, 780, 20.342171, 0.339036
60, 780, 22.254782, 0.370913
60, 780, 21.910152, 0.365169
60, 780, 20.876173, 0.347936
60, 780, 22.536270, 0.375605
60, 780, 22.777063, 0.379618
60, 780, 22.469942, 0.374499
60, 780, 21.740334, 0.362339
60, 780, 21.744024, 0.362400
60, 780, 22.209421, 0.370157
60, 780, 20.554924, 0.342582
60, 780, 22.582541, 0.376376
60, 780, 22.247248, 0.370787
60, 780, 22.054901, 0.367582
60, 780, 21.205713, 0.353429
60, 780, 22.001738, 0.366696
60, 780, 21.991379, 0.366523
60, 780, 22.827488, 0.380458
60, 780, 20.769356, 0.346156
60, 780, 22.494377, 0.374906
60, 780, 22.412329, 0.373539
60, 780, 21.421097, 0.357018
60, 780, 22.817787, 0.380296
60, 780, 21.914473, 0.365241
60, 780, 21.817814, 0.363630
60, 780, 22.853767, 0.380896
60, 780, 22.966948, 0.382782
60, 780, 20.222067, 0.337034
60, 780, 22.408615, 0.373477
60, 780, 20.948231, 0.349137
60, 780, 22.697943, 0.378299
60, 780, 21.828262, 0.363804
60, 780, 22.640892, 0.377348
60, 780, 21.075489, 0.351258
60, 780, 22.770737, 0.379512
60, 780, 21.715244, 0.361921
60, 780, 22.449783, 0.374163
60, 780, 22.633751, 0.377229
60, 780, 22.667725, 0.377795
60, 780, 22.286886, 0.371448
60, 780, 21.225069, 0.353751
60, 780, 22.630367, 0.377173
60, 780, 22.726133, 0.378769
60, 780, 22.106819, 0.368447
60, 780, 23.142269, 0.385704
60, 780, 22.334015, 0.372234
60, 780, 20.800726, 0.346679
60, 780, 22.593340, 0.376556
60, 780, 22.722208, 0.378703
60, 780, 21.978075, 0.366301
60, 780, 21.262838, 0.354381
60, 780, 23.150526, 0.385842
60, 780, 22.400078, 0.373335
60, 780, 22.831211, 0.380520
60, 780, 22.744154, 0.379069
60, 780, 22.386524, 0.373109
60, 780, 21.780691, 0.363012
60, 780, 22.671783, 0.377863
60, 780, 22.373184, 0.372886
60, 780, 23.309547, 0.388492
60, 780, 20.453739, 0.340896
60, 780, 22.115767, 0.368596
60, 780, 21.418262, 0.356971
60, 780, 23.353626, 0.389227
60, 780, 22.538275, 0.375638
60, 780, 22.580727, 0.376345
60, 780, 23.314720, 0.388579
60, 780, 18.527103, 0.308785
60, 780, 22.697701, 0.378295
60, 780, 20.045389, 0.334090
60, 780, 22.832031, 0.380534
60, 780, 23.331577, 0.388860
60, 780, 21.626451, 0.360441
60, 780, 22.926390, 0.382106
60, 780, 22.222397, 0.370373
60, 780, 22.593544, 0.376559
60, 780, 21.439245, 0.357321
60, 780, 22.557709, 0.375962
60, 780, 23.419853, 0.390331
60, 780, 21.471441, 0.357857
60, 780, 22.345293, 0.372422
60, 780, 23.079350, 0.384656
60, 780, 21.571592, 0.359527
60, 780, 23.296833, 0.388281
60, 780, 23.092443, 0.384874
60, 780, 21.933426, 0.365557
60, 780, 21.338587, 0.355643
60, 780, 21.999908, 0.366665
60, 780, 22.877678, 0.381295
60, 780, 22.925316, 0.382089
60, 780, 22.719694, 0.378662
60, 780, 21.496998, 0.358283
60, 780, 22.193213, 0.369887
60, 780, 23.414677, 0.390245
60, 780, 22.506859, 0.375114
60, 780, 21.968397, 0.366140
60, 780, 23.013433, 0.383557
60, 780, 19.171408, 0.319523
60, 780, 22.322601, 0.372043
60, 780, 22.895069, 0.381584
60, 780, 22.067125, 0.367785
60, 780, 18.687050, 0.311451
60, 780, 23.585768, 0.393096
60, 780, 21.286926, 0.354782
60, 780, 22.295397, 0.371590
60, 780, 23.419626, 0.390327
60, 780, 23.224510, 0.387075
60, 780, 22.591522, 0.376525
60, 780, 23.675653, 0.394594
60, 780, 22.602289, 0.376705
60, 780, 22.192034, 0.369867
60, 780, 22.509052, 0.375151
60, 780, 23.542528, 0.392375
60, 780, 23.396418, 0.389940
60, 780, 23.190596, 0.386510
60, 780, 23.051332, 0.384189
60, 780, 23.433764, 0.390563
60, 780, 23.687366, 0.394789
60, 780, 23.710045, 0.395167
60, 780, 22.866734, 0.381112
60, 780, 21.736301, 0.362272
60, 780, 21.818266, 0.363638
60, 780, 23.573042, 0.392884
60, 780, 23.273819, 0.387897
60, 780, 23.286261, 0.388104
60, 780, 23.305096, 0.388418
60, 780, 23.590269, 0.393171
60, 780, 23.350412, 0.389174
60, 780, 22.900034, 0.381667
60, 780, 21.856737, 0.364279
60, 780, 23.547201, 0.392453
60, 780, 23.569752, 0.392829
60, 780, 23.854588, 0.397576
60, 780, 23.414400, 0.390240
60, 780, 23.447521, 0.390792
60, 780, 22.440039, 0.374001
60, 780, 20.806065, 0.346768
60, 780, 23.439638, 0.390661
60, 780, 23.261946, 0.387699
60, 780, 22.874456, 0.381241
60, 780, 22.190195, 0.369837
60, 780, 23.672049, 0.394534
60, 780, 21.197437, 0.353291
60, 780, 23.367723, 0.389462
60, 780, 23.786083, 0.396435
60, 780, 23.492994, 0.391550
60, 780, 20.602964, 0.343383
60, 780, 22.381634, 0.373027
60, 780, 23.859802, 0.397663
60, 780, 23.386520, 0.389775
60, 780, 23.078804, 0.384647
60, 780, 23.977333, 0.399622
60, 780, 23.937147, 0.398952
60, 780, 23.907404, 0.398457
60, 780, 21.865189, 0.364420
60, 780, 21.847580, 0.364126
60, 780, 23.189323, 0.386489
60, 780, 22.443415, 0.374057
60, 780, 18.004393, 0.300073
60, 780, 23.757915, 0.395965
60, 780, 22.937695, 0.382295
60, 780, 22.837555, 0.380626
60, 780, 22.948862, 0.382481
60, 780, 22.687397, 0.378123
60, 780, 22.098923, 0.368315
60, 780, 23.761278, 0.396021
60, 780, 23.459833, 0.390997
60, 780, 23.825258, 0.397088
60, 780, 22.100180, 0.368336
60, 780, 23.919386, 0.398656
60, 780, 22.904848, 0.381747
60, 780, 21.728073, 0.362135
60, 780, 23.643808, 0.394063
60, 780, 21.964870, 0.366081
60, 780, 23.796879, 0.396615
60, 780, 23.539419, 0.392324
60, 780, 22.539576, 0.375660
60, 780, 22.807306, 0.380122
60, 780, 23.678692, 0.394645
60, 780, 22.635471, 0.377258
60, 780, 23.658882, 0.394315
60, 780, 23.497198, 0.391620
60, 780, 22.855114, 0.380919
60, 780, 23.296558, 0.388276
60, 780, 23.849684, 0.397495
60, 780, 24.088518, 0.401475
60, 780, 23.664572, 0.394410
60, 780, 23.286884, 0.388115
60, 780, 22.905888, 0.381765
60, 780, 23.911686, 0.398528
60, 780, 22.347239, 0.372454
60, 780, 18.795097, 0.313252
60, 780, 24.134180, 0.402236
60, 780, 22.458786, 0.374313
60, 780, 23.117357, 0.385289
60, 780, 23.034561, 0.383909
60, 780, 23.701351, 0.395022
60, 780, 22.500931, 0.375016
60, 780, 23.126181, 0.385436
60, 780, 23.778374, 0.396306
60, 780, 23.641232, 0.394020
60, 780, 24.077585, 0.401293
60, 780, 23.752495, 0.395875
60, 780, 23.748974, 0.395816
60, 780, 23.746376, 0.395773
60, 780, 23.867870, 0.397798
60, 780, 22.189875, 0.369831
60, 780, 24.008997, 0.400150
60, 780, 24.297018, 0.404950
60, 780, 22.904602, 0.381743
60, 780, 24.266430, 0.404441
60, 780, 23.219999, 0.387000
60, 780, 23.790134, 0.396502
60, 780, 22.040541, 0.367342
60, 780, 23.713249, 0.395221
60, 780, 23.642736, 0.394046
60, 780, 23.050606, 0.384177
60, 780, 24.275219, 0.404587
60, 780, 23.869984, 0.397833
60, 780, 22.388586, 0.373143
60, 780, 22.697189, 0.378287
60, 780, 23.831388, 0.397190
60, 780, 24.372967, 0.406216
60, 780, 23.726305, 0.395438
60, 780, 22.834545, 0.380576
60, 780, 23.926741, 0.398779
60, 780, 23.922659, 0.398711
60, 780, 23.225847, 0.387097
60, 780, 24.244692, 0.404078
60, 780, 23.897715, 0.398295
60, 780, 24.392090, 0.406535
60, 780, 24.320749, 0.405346
60, 780, 23.358582, 0.389310
60, 780, 21.693535, 0.361559
60, 780, 24.007656, 0.400128
60, 780, 23.507875, 0.391798
60, 780, 23.607121, 0.393452
60, 780, 24.330246, 0.405504
60, 780, 23.798971, 0.396650
60, 780, 23.807821, 0.396797
60, 780, 24.217209, 0.403620
60, 780, 22.536469, 0.375608
60, 780, 22.498285, 0.374971
60, 780, 23.983629, 0.399727
60, 780, 23.047327, 0.384122
60, 780, 24.030771, 0.400513
60, 780, 21.944134, 0.365736
60, 780, 23.735466, 0.395591
60, 780, 23.229040, 0.387151
60, 780, 24.327778, 0.405463
60, 780, 23.792118, 0.396535
60, 780, 22.792580, 0.379876
60, 780, 23.911009, 0.398517
60, 780, 24.411673, 0.406861
60, 780, 24.604229, 0.410071
60, 780, 22.947283, 0.382455
60, 780, 23.827795, 0.397130
60, 780, 24.136436, 0.402274
60, 780, 23.576292, 0.392938
60, 780, 22.825426, 0.380424
60, 780, 24.394306, 0.406572
60, 780, 24.300810, 0.405014
60, 780, 22.719040, 0.378651
60, 780, 24.022087, 0.400368
60, 780, 24.478685, 0.407978
60, 780, 24.419483, 0.406991
60, 780, 24.265249, 0.404421
60, 780, 24.486580, 0.408110
60, 780, 23.925798, 0.398763
60, 780, 24.244921, 0.404082
60, 780, 24.280787, 0.404680
60, 780, 22.569405, 0.376157
60, 780, 24.286489, 0.404775
60, 780, 24.128872, 0.402148
60, 780, 23.019047, 0.383651
60, 780, 24.109745, 0.401829
60, 780, 24.289894, 0.404832
60, 780, 24.242916, 0.404049
60, 780, 23.052643, 0.384211
60, 780, 24.188272, 0.403138
60, 780, 24.038403, 0.400640
60, 780, 23.888554, 0.398143
60, 780, 23.220823, 0.387014
60, 780, 24.060984, 0.401016
60, 780, 23.757740, 0.395962
60, 780, 24.585192, 0.409753
60, 780, 24.180500, 0.403008
60, 780, 24.217230, 0.403620
60, 780, 24.199728, 0.403329
60, 780, 22.453192, 0.374220
60, 780, 24.739748, 0.412329
60, 780, 24.741894, 0.412365
60, 780, 16.450937, 0.274182
60, 780, 22.574579, 0.376243
60, 780, 24.446793, 0.407447
60, 780, 24.661173, 0.411020
60, 780, 24.416613, 0.406944
60, 780, 24.099735, 0.401662
60, 780, 23.003738, 0.383396
60, 780, 19.723785, 0.328730
60, 780, 23.732132, 0.395536
60, 780, 23.873775, 0.397896
60, 780, 24.583183, 0.409720
60, 780, 24.550669, 0.409178
60, 780, 23.053085, 0.384218
60, 780, 23.103596, 0.385060
60, 780, 24.607254, 0.410121
60, 780, 24.727280, 0.412121
60, 780, 24.754627, 0.412577
60, 780, 24.830002, 0.413833
60, 780, 24.167120, 0.402785
60, 780, 24.872486, 0.414541
60, 780, 21.861380, 0.364356
60, 780, 23.160648, 0.386011
60, 780, 22.724903, 0.378748
60, 780, 25.078167, 0.417969
60, 780, 23.807795, 0.396797
60, 780, 22.908339, 0.381806
60, 780, 22.791977, 0.379866
60, 780, 24.109089, 0.401818
60, 780, 23.119724, 0.385329
60, 780, 24.184635, 0.403077
60, 780, 22.948011, 0.382467
60, 780, 25.024969, 0.417083
60, 780, 24.286795, 0.404780
60, 780, 25.088629, 0.418144
60, 780, 24.864899, 0.414415
60, 780, 24.244179, 0.404070
60, 780, 24.831310, 0.413855
60, 780, 24.616627, 0.410277
60, 780, 24.553127, 0.409219
60, 780, 24.541433, 0.409024
60, 780, 20.641975, 0.344033
60, 780, 23.168013, 0.386134
60, 780, 23.695454, 0.394924
60, 780, 24.613535, 0.410226
60, 780, 24.335028, 0.405584
60, 780, 25.101788, 0.418363
60, 780, 25.082067, 0.418034
60, 780, 25.034269, 0.417238
60, 780, 22.938286, 0.382305
60, 780, 24.201954, 0.403366
60, 780, 24.318516, 0.405309
60, 780, 23.302385, 0.388373
60, 780, 23.831373, 0.397190
60, 780, 23.464458, 0.391074
60, 780, 23.611185, 0.393520
60, 780, 25.199831, 0.419997
60, 780, 23.992329, 0.399872
60, 780, 24.335003, 0.405583
60, 780, 24.683670, 0.411395
60, 780, 23.884956, 0.398083
60, 780, 24.849518, 0.414159
60, 780, 24.787703, 0.413128
60, 780, 23.583136, 0.393052
60, 780, 23.863100, 0.397718
60, 780, 24.221621, 0.403694
60, 780, 20.946543, 0.349109
60, 780, 25.155088, 0.419252
60, 780, 25.499111, 0.424985
60, 780, 25.357367, 0.422623
60, 780, 25.009762, 0.416829
60, 780, 23.800352, 0.396673
60, 780, 23.966024, 0.399434
60, 780, 25.036650, 0.417278
60, 780, 24.285648, 0.404761
60, 780, 24.303288, 0.405055
60, 780, 25.299128, 0.421652
60, 780, 23.906975, 0.398450
60, 780, 24.362535, 0.406042
60, 780, 24.074001, 0.401233
60, 780, 24.060751, 0.401013
60, 780, 25.088705, 0.418145
60, 780, 24.371658, 0.406194
60, 780, 25.325279, 0.422088
60, 780, 24.070795, 0.401180
60, 780, 25.440712, 0.424012
60, 780, 24.505941, 0.408432
60, 780, 24.665041, 0.411084
60, 780, 25.096436, 0.418274
60, 780, 24.597805, 0.409963
60, 780, 25.447899, 0.424132
60, 780, 24.947680, 0.415795
60, 780, 25.015251, 0.416921
60, 780, 25.139309, 0.418988
60, 780, 25.468082, 0.424468
60, 780, 24.064466, 0.401074
60, 780, 24.209539, 0.403492
60, 780, 24.424133, 0.407069
60, 780, 25.132751, 0.418879
60, 780, 25.137749, 0.418962
60, 780, 23.482706, 0.391378
60, 780, 25.520393, 0.425340
60, 780, 24.830063, 0.413834
60, 780, 24.156309, 0.402605
60, 780, 25.400602, 0.423343
60, 780, 25.523149, 0.425386
60, 780, 24.726355, 0.412106
60, 780, 25.402212, 0.423370
60, 780, 23.488247, 0.391471
60, 780, 24.742901, 0.412382
60, 780, 25.508352, 0.425139
60, 780, 25.667875, 0.427798
60, 780, 22.871002, 0.381183
60, 780, 25.175753, 0.419596
60, 780, 23.836618, 0.397277
60, 780, 25.088776, 0.418146
60, 780, 25.266317, 0.421105
60, 780, 24.286768, 0.404779
60, 780, 24.821051, 0.413684
60, 780, 24.864027, 0.414400
60, 780, 24.034309, 0.400572
60, 780, 24.904509, 0.415075
60, 780, 24.110073, 0.401835
60, 780, 23.941809, 0.399030
60, 780, 25.563866, 0.426064
60, 780, 25.049753, 0.417496
60, 780, 23.726171, 0.395436
60, 780, 25.412586, 0.423543
60, 780, 25.781046, 0.429684
60, 780, 24.319639, 0.405327
60, 780, 25.138945, 0.418982
60, 780, 23.794146, 0.396569
60, 780, 25.286749, 0.421446
60, 780, 25.145847, 0.419097
60, 780, 24.135801, 0.402263
60, 780, 25.773224, 0.429554
60, 780, 25.167480, 0.419458
60, 780, 25.726658, 0.428778
60, 780, 24.541590, 0.409027
60, 780, 24.595778, 0.409930
60, 780, 25.489454, 0.424824
60, 780, 23.217222, 0.386954
60, 780, 25.576288, 0.426271
60, 780, 24.680458, 0.411341
60, 780, 25.706320, 0.428439
60, 780, 25.301418, 0.421690
60, 780, 24.100761, 0.401679
60, 780, 23.699984, 0.395000
60, 780, 24.640198, 0.410670
60, 780, 25.595018, 0.426584
60, 780, 25.393290, 0.423221
60, 780, 21.059351, 0.350989
60, 780, 24.315554, 0.405259
60, 780, 24.178278, 0.402971
60, 780, 25.677177, 0.427953
60, 780, 23.926542, 0.398776
60, 780, 24.597410, 0.409957
60, 780, 24.362036, 0.406034
60, 780, 24.168941, 0.402816
60, 780, 23.966055, 0.399434
60, 780, 24.970161, 0.416169
60, 780, 24.736078, 0.412268
60, 780, 25.524670, 0.425411
60, 780, 25.472116, 0.424535
60, 780, 25.144537, 0.419076
60, 780, 25.670496, 0.427842
60, 780, 25.651804, 0.427530
60, 780, 23.994328, 0.399905
60, 780, 25.526384, 0.425440
60, 780, 25.866760, 0.431113
