request count, total data transfered (bytes), total elapsed time (sec), average response time (sec)
60, 780, 22.059847, 0.367664
60, 780, 23.487482, 0.391458
60, 780, 23.624439, 0.393741
60, 780, 24.452002, 0.407533
60, 780, 24.095133, 0.401586
60, 780, 25.809635, 0.430161
60, 780, 25.693481, 0.428225
60, 780, 25.188719, 0.419812
60, 780, 24.892962, 0.414883
60, 780, 26.680119, 0.444669
60, 780, 25.174751, 0.419579
60, 780, 26.008219, 0.433470
60, 780, 22.748384, 0.379140
60, 780, 28.072527, 0.467875
60, 780, 27.389938, 0.456499
60, 780, 27.960875, 0.466015
60, 780, 28.203444, 0.470057
60, 780, 28.246868, 0.470781
60, 780, 27.556437, 0.459274
60, 780, 28.936106, 0.482268
60, 780, 27.538670, 0.458978
60, 780, 27.943039, 0.465717
60, 780, 28.799681, 0.479995
60, 780, 28.311502, 0.471858
60, 780, 28.472296, 0.474538
60, 780, 29.444920, 0.490749
60, 780, 28.508257, 0.475138
60, 780, 29.615225, 0.493587
60, 780, 26.526754, 0.442113
60, 780, 27.182804, 0.453047
60, 780, 29.684788, 0.494746
60, 780, 27.266964, 0.454449
60, 780, 29.308878, 0.488481
60, 780, 28.115429, 0.468590
60, 780, 29.259769, 0.487663
60, 780, 29.511593, 0.491860
60, 780, 29.405642, 0.490094
60, 780, 29.662851, 0.494381
60, 780, 30.331785, 0.505530
60, 780, 29.945658, 0.499094
60, 780, 28.342047, 0.472367
60, 780, 30.286615, 0.504777
60, 780, 30.172073, 0.502868
60, 780, 30.390434, 0.506507
60, 780, 28.078371, 0.467973
60, 780, 29.981539, 0.499692
60, 780, 28.768776, 0.479480
60, 780, 30.503477, 0.508391
60, 780, 30.033663, 0.500561
60, 780, 30.901937, 0.515032
60, 780, 30.754416, 0.512574
60, 780, 28.996073, 0.483268
60, 780, 29.822052, 0.497034
60, 780, 29.100334, 0.485006
60, 780, 31.003313, 0.516722
60, 780, 30.419392, 0.506990
60, 780, 29.357273, 0.489288
60, 780, 31.522278, 0.525371
60, 780, 25.791683, 0.429861
60, 780, 29.743050, 0.495717
60, 780, 28.730448, 0.478841
60, 780, 31.892935, 0.531549
60, 780, 30.520302, 0.508672
60, 780, 31.734497, 0.528908
60, 780, 30.723310, 0.512055
60, 780, 31.283789, 0.521396
60, 780, 31.606627, 0.526777
60, 780, 32.076542, 0.534609
60, 780, 31.582096, 0.526368
60, 780, 31.228556, 0.520476
60, 780, 32.208000, 0.536800
60, 780, 31.278414, 0.521307
60, 780, 32.299213, 0.538320
60, 780, 32.004860, 0.533414
60, 780, 32.179157, 0.536319
60, 780, 32.021210, 0.533687
60, 780, 30.057779, 0.500963
60, 780, 32.341557, 0.539026
60, 780, 28.932354, 0.482206
60, 780, 29.599443, 0.493324
60, 780, 32.194199, 0.536570
60, 780, 32.340736, 0.539012
60, 780, 29.127388, 0.485456
60, 780, 30.057800, 0.500963
60, 780, 30.638424, 0.510640
60, 780, 32.486935, 0.541449
60, 780, 29.775448, 0.496257
60, 780, 29.699526, 0.494992
60, 780, 31.880583, 0.531343
60, 780, 32.356979, 0.539283
60, 780, 31.605049, 0.526751
60, 780, 32.524120, 0.542069
60, 780, 32.534313, 0.542239
60, 780, 31.734093, 0.528902
60, 780, 32.743805, 0.545730
60, 780, 32.323956, 0.538733
60, 780, 32.355507, 0.539258
60, 780, 30.503143, 0.508386
60, 780, 32.493973, 0.541566
60, 780, 33.064301, 0.551072
60, 780, 33.229023, 0.553817
60, 780, 33.383373, 0.556390
60, 780, 33.030304, 0.550505
60, 780, 29.726212, 0.495437
60, 780, 33.129471, 0.552158
60, 780, 31.649521, 0.527492
60, 780, 33.134445, 0.552241
60, 780, 28.622324, 0.477039
60, 780, 28.682566, 0.478043
60, 780, 32.843708, 0.547395
60, 780, 32.306309, 0.538438
60, 780, 33.293365, 0.554889
60, 780, 32.884315, 0.548072
60, 780, 33.447559, 0.557459
60, 780, 32.780262, 0.546338
60, 780, 33.973167, 0.566219
60, 780, 33.177788, 0.552963
60, 780, 33.624638, 0.560411
60, 780, 33.928238, 0.565471
60, 780, 33.316547, 0.555276
60, 780, 34.191502, 0.569858
60, 780, 33.832012, 0.563867
60, 780, 34.149792, 0.569163
60, 780, 33.313950, 0.555233
60, 780, 32.370770, 0.539513
60, 780, 33.532909, 0.558882
60, 780, 33.714321, 0.561905
60, 780, 33.354843, 0.555914
60, 780, 31.621828, 0.527030
60, 780, 34.326019, 0.572100
60, 780, 33.870079, 0.564501
60, 780, 33.607021, 0.560117
60, 780, 32.849075, 0.547485
