request count, total data transfered (bytes), total elapsed time (sec), average response time (sec)
60,780,17.101646,0.285027
60,780,17.195091,0.286585
60,780,17.204006,0.286733
60,780,17.248589,0.287476
60,780,17.301489,0.288358
60,780,17.349104,0.289152
60,780,17.348866,0.289148
60,780,17.363234,0.289387
60,780,17.406883,0.290115
60,780,17.482817,0.29138
60,780,17.48708,0.291451
60,780,17.501976,0.2917
60,780,17.519175,0.291986
60,780,17.556772,0.292613
60,780,17.562302,0.292705
60,780,17.5982,0.293303
60,780,17.515247,0.291921
60,780,17.558784,0.292646
60,780,17.601715,0.293362
60,780,17.63303,0.293884
60,780,17.584948,0.293082
60,780,17.643404,0.294057
60,780,17.611288,0.293521
60,780,17.648586,0.294143
60,780,17.693388,0.29489
60,780,17.702293,0.295038
60,780,17.70734,0.295122
60,780,17.702908,0.295048
60,780,17.720158,0.295336
60,780,17.741026,0.295684
60,780,17.748039,0.295801
60,780,17.763121,0.296052
60,780,17.711056,0.295184
60,780,17.758532,0.295976
60,780,17.767895,0.296132
60,780,17.785736,0.296429
60,780,17.762615,0.296044
60,780,17.788498,0.296475
60,780,17.770937,0.296182
60,780,17.764702,0.296078
60,780,17.786499,0.296442
60,780,17.808172,0.296803
60,780,17.812511,0.296875
60,780,17.728737,0.295479
60,780,17.843889,0.297398
60,780,17.86301,0.297717
60,780,17.831533,0.297192
60,780,17.907059,0.298451
60,780,17.801235,0.296687
60,780,17.938089,0.298968
60,780,17.828304,0.297138
60,780,17.920046,0.298667
60,780,17.915358,0.298589
60,780,17.923508,0.298725
60,780,17.871567,0.297859
60,780,17.9238,0.29873
60,780,17.949966,0.299166
60,780,17.862015,0.2977
60,780,17.937279,0.298955
60,780,17.941383,0.299023
60,780,17.776733,0.296279
60,780,17.940638,0.299011
60,780,17.955795,0.299263
60,780,17.873144,0.297886
60,780,17.936502,0.298942
60,780,17.946928,0.299115
60,780,17.893604,0.298227
60,780,17.891335,0.298189
60,780,17.883808,0.298063
60,780,17.898771,0.298313
60,780,17.889841,0.298164
60,780,17.898899,0.298315
60,780,18.011555,0.300193
60,780,17.907375,0.298456
60,780,17.908689,0.298478
60,780,18.039059,0.300651
60,780,17.913275,0.298555
60,780,17.911203,0.29852
60,780,17.907717,0.298462
