request count, total data transfered (bytes), total elapsed time (sec), average response time (sec)
60, 780, 26.171400, 0.436190
60, 780, 26.446281, 0.440771
60, 780, 26.551052, 0.442518
60, 780, 26.655575, 0.444260
60, 780, 26.603907, 0.443398
60, 780, 26.734907, 0.445582
60, 780, 26.818138, 0.446969
60, 780, 26.853651, 0.447561
60, 780, 26.993393, 0.449890
60, 780, 27.005882, 0.450098
60, 780, 27.012856, 0.450214
60, 780, 27.083345, 0.451389
60, 780, 27.128296, 0.452138
60, 780, 27.091314, 0.451522
60, 780, 27.193455, 0.453224
60, 780, 27.150476, 0.452508
60, 780, 27.223457, 0.453724
60, 780, 27.146639, 0.452444
60, 780, 27.127415, 0.452124
60, 780, 27.226372, 0.453773
60, 780, 27.269365, 0.454489
60, 780, 27.243105, 0.454052
60, 780, 26.841236, 0.447354
60, 780, 27.249880, 0.454165
60, 780, 27.189251, 0.453154
60, 780, 27.250572, 0.454176
60, 780, 27.246912, 0.454115
60, 780, 26.936499, 0.448942
60, 780, 27.421394, 0.457023
60, 780, 27.390196, 0.456503
60, 780, 27.452164, 0.457536
60, 780, 27.344267, 0.455738
60, 780, 27.386496, 0.456442
60, 780, 27.369040, 0.456151
60, 780, 27.598003, 0.459967
60, 780, 27.460886, 0.457681
60, 780, 27.470821, 0.457847
60, 780, 27.158195, 0.452637
60, 780, 27.099829, 0.451664
60, 780, 27.084967, 0.451416
60, 780, 27.095179, 0.451586
60, 780, 27.425770, 0.457096
60, 780, 27.430248, 0.457171
60, 780, 27.644161, 0.460736
60, 780, 27.190012, 0.453167
60, 780, 27.612743, 0.460212
60, 780, 27.492125, 0.458202
60, 780, 27.719746, 0.461996
60, 780, 27.609959, 0.460166
60, 780, 26.753822, 0.445897
60, 780, 26.711758, 0.445196
60, 780, 27.636297, 0.460605
60, 780, 27.623060, 0.460384
60, 780, 27.514166, 0.458569
60, 780, 27.286655, 0.454778
60, 780, 27.298513, 0.454975
60, 780, 27.746614, 0.462444
60, 780, 26.968700, 0.449478
60, 780, 27.312464, 0.455208
60, 780, 27.820803, 0.463680
60, 780, 27.344212, 0.455737
60, 780, 27.504894, 0.458415
60, 780, 26.956869, 0.449281
60, 780, 27.387615, 0.456460
60, 780, 27.845884, 0.464098
60, 780, 27.361618, 0.456027
60, 780, 27.383022, 0.456384
60, 780, 27.860380, 0.464340
60, 780, 27.942026, 0.465700
60, 780, 27.767817, 0.462797
60, 780, 27.517351, 0.458623
60, 780, 27.893293, 0.464888
60, 780, 28.002861, 0.466714
60, 780, 26.977583, 0.449626
60, 780, 27.979895, 0.466332
60, 780, 27.754360, 0.462573
60, 780, 27.599558, 0.459993
60, 780, 27.391638, 0.456527
60, 780, 27.283644, 0.454727
60, 780, 28.053230, 0.467554
60, 780, 27.926821, 0.465447
60, 780, 27.577391, 0.459623
60, 780, 28.075953, 0.467933
60, 780, 27.997616, 0.466627
60, 780, 27.797596, 0.463293
60, 780, 27.562742, 0.459379
60, 780, 27.630285, 0.460505
60, 780, 28.049221, 0.467487
60, 780, 27.565767, 0.459429
60, 780, 27.537319, 0.458955
60, 780, 27.627388, 0.460456
60, 780, 28.058382, 0.467640
60, 780, 27.070658, 0.451178
60, 780, 27.580008, 0.459667
60, 780, 27.584238, 0.459737
60, 780, 27.666073, 0.461101
60, 780, 27.424587, 0.457076
60, 780, 28.182613, 0.469710
60, 780, 27.703426, 0.461724
60, 780, 27.938154, 0.465636
60, 780, 27.618986, 0.460316
60, 780, 27.681902, 0.461365
60, 780, 27.731300, 0.462188
60, 780, 27.725578, 0.462093
60, 780, 28.094982, 0.468250
60, 780, 27.951799, 0.465863
60, 780, 27.725136, 0.462086
60, 780, 28.049923, 0.467499
60, 780, 27.731476, 0.462191
60, 780, 28.170921, 0.469515
60, 780, 27.054903, 0.450915
60, 780, 27.709539, 0.461826
60, 780, 27.782726, 0.463045
60, 780, 27.069963, 0.451166
60, 780, 28.238888, 0.470648
60, 780, 27.794174, 0.463236
60, 780, 27.958269, 0.465971
60, 780, 28.289328, 0.471489
60, 780, 27.940992, 0.465683
60, 780, 28.172047, 0.469534
60, 780, 27.578003, 0.459633
60, 780, 28.226835, 0.470447
60, 780, 28.005436, 0.466757
60, 780, 27.377142, 0.456286
60, 780, 28.281866, 0.471364
60, 780, 26.983709, 0.449728
60, 780, 27.800369, 0.463339
60, 780, 27.729845, 0.462164
60, 780, 26.756208, 0.445937
60, 780, 27.272690, 0.454545
60, 780, 27.852001, 0.464200
60, 780, 27.311478, 0.455191
60, 780, 28.096750, 0.468279
60, 780, 27.862917, 0.464382
60, 780, 28.158470, 0.469308
60, 780, 27.631153, 0.460519
60, 780, 27.495358, 0.458256
60, 780, 27.661156, 0.461019
60, 780, 27.595848, 0.459931
60, 780, 28.283762, 0.471396
60, 780, 27.718960, 0.461983
60, 780, 28.280817, 0.471347
60, 780, 28.348520, 0.472475
60, 780, 28.365728, 0.472762
60, 780, 27.300207, 0.455003
60, 780, 27.969891, 0.466165
60, 780, 27.658735, 0.460979
60, 780, 28.395805, 0.473263
60, 780, 27.034187, 0.450570
60, 780, 27.995831, 0.466597
60, 780, 27.650194, 0.460837
60, 780, 28.343294, 0.472388
60, 780, 27.758297, 0.462638
60, 780, 27.986258, 0.466438
60, 780, 27.032038, 0.450534
60, 780, 28.155872, 0.469265
60, 780, 27.466417, 0.457774
60, 780, 27.660812, 0.461014
60, 780, 27.944727, 0.465745
60, 780, 28.155069, 0.469251
60, 780, 27.259670, 0.454328
60, 780, 28.145405, 0.469090
60, 780, 28.459389, 0.474323
60, 780, 27.990324, 0.466505
60, 780, 27.731710, 0.462195
60, 780, 28.206156, 0.470103
60, 780, 28.466709, 0.474445
60, 780, 28.040016, 0.467334
60, 780, 27.559118, 0.459319
60, 780, 27.255728, 0.454262
60, 780, 27.737305, 0.462288
60, 780, 27.839548, 0.463992
60, 780, 28.369379, 0.472823
60, 780, 26.966358, 0.449439
60, 780, 27.144960, 0.452416
60, 780, 27.449263, 0.457488
60, 780, 27.454538, 0.457576
60, 780, 28.101271, 0.468355
60, 780, 28.465227, 0.474420
60, 780, 27.678421, 0.461307
60, 780, 27.820799, 0.463680
60, 780, 27.997629, 0.466627
60, 780, 27.396799, 0.456613
60, 780, 27.904516, 0.465075
60, 780, 27.389364, 0.456489
60, 780, 26.893770, 0.448229
60, 780, 28.101896, 0.468365
60, 780, 27.290998, 0.454850
60, 780, 27.296944, 0.454949
60, 780, 27.730032, 0.462167
60, 780, 28.264711, 0.471079
60, 780, 28.046677, 0.467445
60, 780, 27.905258, 0.465088
60, 780, 28.418200, 0.473637
60, 780, 26.880850, 0.448014
60, 780, 28.102642, 0.468377
60, 780, 27.231091, 0.453852
60, 780, 27.223480, 0.453725
60, 780, 28.524622, 0.475410
60, 780, 27.685476, 0.461425
60, 780, 28.497873, 0.474965
60, 780, 28.561581, 0.476026
60, 780, 28.550144, 0.475836
60, 780, 27.792917, 0.463215
60, 780, 28.136791, 0.468947
60, 780, 28.361008, 0.472683
60, 780, 27.424103, 0.457068
60, 780, 28.174896, 0.469582
60, 780, 28.552330, 0.475872
60, 780, 28.037306, 0.467288
60, 780, 28.185863, 0.469764
60, 780, 28.148251, 0.469137
60, 780, 26.916695, 0.448612
60, 780, 28.158833, 0.469314
60, 780, 28.577274, 0.476288
60, 780, 28.254433, 0.470907
60, 780, 27.264778, 0.454413
60, 780, 28.207380, 0.470123
60, 780, 26.835405, 0.447257
60, 780, 27.364397, 0.456073
60, 780, 28.559046, 0.475984
60, 780, 28.751900, 0.479198
60, 780, 27.864809, 0.464413
60, 780, 27.274429, 0.454574
60, 780, 27.428703, 0.457145
60, 780, 27.882116, 0.464702
60, 780, 27.658058, 0.460968
60, 780, 28.666515, 0.477775
60, 780, 27.686998, 0.461450
60, 780, 28.274782, 0.471246
60, 780, 28.360922, 0.472682
60, 780, 27.366163, 0.456103
60, 780, 27.262970, 0.454383
60, 780, 27.384056, 0.456401
60, 780, 27.050810, 0.450847
60, 780, 27.392754, 0.456546
60, 780, 28.558094, 0.475968
60, 780, 27.916849, 0.465281
60, 780, 28.732439, 0.478874
60, 780, 27.371605, 0.456193
60, 780, 28.669846, 0.477831
60, 780, 28.638527, 0.477309
60, 780, 28.279808, 0.471330
60, 780, 28.019979, 0.467000
60, 780, 28.675453, 0.477924
60, 780, 27.241783, 0.454030
60, 780, 28.668049, 0.477801
60, 780, 28.775913, 0.479599
60, 780, 28.636799, 0.477280
60, 780, 27.259998, 0.454333
60, 780, 27.364374, 0.456073
60, 780, 27.082819, 0.451380
60, 780, 28.325394, 0.472090
60, 780, 27.852211, 0.464203
60, 780, 27.335114, 0.455585
60, 780, 28.767910, 0.479465
60, 780, 28.298437, 0.471641
60, 780, 28.756874, 0.479281
60, 780, 28.533115, 0.475552
60, 780, 28.841183, 0.480686
60, 780, 27.364138, 0.456069
60, 780, 28.409986, 0.473500
60, 780, 27.363823, 0.456064
60, 780, 27.755093, 0.462585
60, 780, 27.377115, 0.456285
60, 780, 26.810457, 0.446841
60, 780, 28.246416, 0.470774
60, 780, 28.460043, 0.474334
60, 780, 28.832222, 0.480537
60, 780, 27.403074, 0.456718
60, 780, 28.493839, 0.474897
60, 780, 27.795221, 0.463254
60, 780, 28.780308, 0.479672
60, 780, 28.310881, 0.471848
60, 780, 27.235165, 0.453919
60, 780, 28.078011, 0.467967
60, 780, 28.728863, 0.478814
60, 780, 27.776003, 0.462933
60, 780, 27.244886, 0.454081
60, 780, 28.828960, 0.480483
60, 780, 28.573263, 0.476221
60, 780, 28.820009, 0.480333
60, 780, 27.213446, 0.453557
60, 780, 27.630001, 0.460500
60, 780, 27.165838, 0.452764
60, 780, 27.638214, 0.460637
60, 780, 28.686235, 0.478104
60, 780, 27.304403, 0.455073
60, 780, 27.636675, 0.460611
60, 780, 28.654324, 0.477572
60, 780, 28.261185, 0.471020
60, 780, 27.231672, 0.453861
60, 780, 27.122004, 0.452033
60, 780, 28.447035, 0.474117
60, 780, 28.840914, 0.480682
60, 780, 28.468174, 0.474470
60, 780, 28.085266, 0.468088
60, 780, 27.905813, 0.465097
60, 780, 28.728367, 0.478806
60, 780, 28.598330, 0.476639
60, 780, 28.539822, 0.475664
60, 780, 28.117699, 0.468628
60, 780, 28.246862, 0.470781
60, 780, 27.372114, 0.456202
60, 780, 28.454855, 0.474248
60, 780, 28.526136, 0.475436
60, 780, 28.899033, 0.481651
60, 780, 27.640162, 0.460669
60, 780, 27.359650, 0.455994
60, 780, 28.169407, 0.469490
60, 780, 27.657894, 0.460965
60, 780, 29.042061, 0.484034
60, 780, 28.376087, 0.472935
60, 780, 28.820646, 0.480344
60, 780, 28.662868, 0.477714
60, 780, 28.547159, 0.475786
60, 780, 27.339334, 0.455656
60, 780, 28.613682, 0.476895
60, 780, 28.217516, 0.470292
60, 780, 28.445528, 0.474092
60, 780, 28.619810, 0.476997
60, 780, 27.451111, 0.457519
60, 780, 28.586569, 0.476443
60, 780, 29.022419, 0.483707
60, 780, 28.396008, 0.473267
60, 780, 29.058151, 0.484302
60, 780, 28.480742, 0.474679
60, 780, 26.875719, 0.447929
60, 780, 27.647961, 0.460799
60, 780, 28.410563, 0.473509
60, 780, 28.991871, 0.483198
60, 780, 27.686747, 0.461446
60, 780, 27.633791, 0.460563
60, 780, 28.979963, 0.482999
60, 780, 26.866787, 0.447780
60, 780, 27.346222, 0.455770
60, 780, 28.616804, 0.476947
60, 780, 28.609842, 0.476831
60, 780, 28.572029, 0.476200
60, 780, 28.967009, 0.482783
60, 780, 28.279169, 0.471319
60, 780, 28.055216, 0.467587
60, 780, 28.607805, 0.476797
60, 780, 28.570280, 0.476171
60, 780, 28.644735, 0.477412
60, 780, 29.049271, 0.484154
60, 780, 28.348219, 0.472470
60, 780, 28.347746, 0.472462
60, 780, 28.190445, 0.469841
60, 780, 28.691267, 0.478188
60, 780, 27.327139, 0.455452
60, 780, 29.024269, 0.483738
60, 780, 29.105860, 0.485098
60, 780, 27.666872, 0.461115
60, 780, 28.805176, 0.480086
